0xc6b59d5e6c38de657f31d6254359f8739da2c07e,1367119.897425280000000000
0x6b504204a85e0231b1a1b1926b9264939f29c65e,734887.059173230000000000
0x8f38831af22ba36e871c15f2f1ec174446183b0c,467242.934588292000000000
0x411fa33f660edded5dddc57cd50ac33eb4684c6b,415537.383564272000000000
0x00b32916575fcb38675309dbf122bb671fb60497,400917.829464632000000000
0x7c6ec14c8da5bf4f67c5021f4d41a1c6c14fb98f,291652.029083079000000000
0x0c36ac8863d0352436a70addbf1be34f3ea11017,290512.763344473000000000
0x5ff85ecf773ea3885cb4b691068ab6d7bf8bda9a,252632.177535831000000000
0x4354a28c70e33032619df646b6dd0d39d0c75916,216826.123433081000000000
0x61b01a33aea3e827b3941ab097778bd3fa48a332,163840.661153654000000000
0x4a0d43439bab76164737f48af22f4e2bbc7477aa,163769.449924580000000000
0x84d5922ff253e7287b642091f5803df28a7e39aa,154512.915798409000000000
0x811c2b495389c291a0012fe2b9f4d9b465d57e4d,146952.680298064000000000
0x0dc2d12915873ae532dc19d82ed24096c5cc5266,142408.217325722000000000
0x67c42dc01ef85f278bd0fed66d5b49413649ad8d,127526.558615184000000000
0x2af7363db4aa158c53653e92a3e68b5edf3affc1,111400.964126306000000000
0x64f29301e87fabbdcf52989635ff9ddb8ae2e879,103468.671831735000000000
0xd08933750bffb86861d1d76e559382658ef4d762,72913.007270769700000000
0xdc38c6fa12cf847dc11eb5e067e24f2183497469,72913.007270769700000000
0x93f1b6632d898fd02d8db926bf3c1a63e7be918d,72913.007270769700000000
0x1f677edd538bf444c9fdb99931cc6f9a7a53f7bc,71204.108662861100000000
0xd4f42a7ce74947db59678324fd3b05ac47063d1d,71132.904554198200000000
0x0dfae56dbe607fe1df018b1c5da8d049bc590d06,59170.614298837600000000
0x87f8909bed6e7cc29fbfb512ccadcef93478ba39,54684.755453077300000000
0x334f12afb7d8740868be04719639616533075234,53305.460317885300000000
0x84fc653a05c2dc1ab29b93d49e78498d5650f05b,51480.570563248600000000
0x7ef021f62e3e7975fbc21d3202c5a1f19d53bb47,49842.876064002800000000
0x5b0f8d8f47e3fdf7ee1c337abca19dbba98524e6,49820.072506215600000000
0x915e73d969a1e8b718d225b929daf96e963e56de,49700.957800835800000000
0xa8409c4ca6a3761bc16a2b9d03cebd26ae85416b,46425.078848185400000000
0x2255b4e59ae2779ed352bd11f1b4982e27f838fd,35673.258440093400000000
0x1e88678a0829ac5760bbf2c2bfeb1afb615f3384,35602.054331430500000000
0xa84944735b66e957fe385567dcc85975022fe68a,32753.889984916100000000
0xdfeb9c25186aadf1487979be7da312f95fd55275,27376.015526676000000000
0xf8db902be03bc5dffe27dd973bc4f0aa60ac2645,25042.473527002600000000
0x4d2c2d058bfa5871aa6847ce56647f76caa0d0be,23187.493608730100000000
0xd015853ec31b0918e321dca0247f4bd4cb47aaf4,21432.436707521200000000
0x35217c315324450379074a6d09b469bfc554b2c8,21371.835079329000000000
0x4d0900710f5f5b75d16e5fe090036f4a037f4212,21361.232598858300000000
0x727334d71c7a70f8b611cb32da399048b4d27293,21361.232598858300000000
0x73ee0363735c34543d18839dbe03bb640147eaf4,21361.232598858300000000
0x45f9675804904a6d8116354bd9ba74cdbdbc88ca,20996.671313840800000000
0x0bd0c087ae089038fc2b773399e460fca14f0266,20495.806372444200000000
0x67228c5fa8203d8981b1e166e689ae3fd9cd4b4a,20364.375077578300000000
0x603833eb2f2b0aa841469b76c0d5a5242eda60b3,19509.925773623900000000
0x0e7358d2144ec4c2209ff4fb19300c5930033a42,18228.453940292700000000
0x62a6c60de7ecec9fd12cbd01a51a61530a41de91,18228.251817692400000000
0xa5c2d6609c274bf55116118210467afc63767a75,18228.251817692400000000
0xc18b967c81f068ba19b80937ae43ade50c15ac36,18228.251817692400000000
0xe000da5284e1c6c82379ec473d386f3722c47e7c,18228.251817692400000000
0xe3ec667c29e6eb6952a143a4b891462bea5cc001,17801.027165715300000000
0x0066ea8811856575b8d442387b10b77b1916ecf9,17801.027165715300000000
0xb8adfee40e1defbb8314d3fec3c622be2f624901,17637.931079078400000000
0x03ff7f8d129cae6e43903b5d2506ee5449cc7bb6,17516.210731063800000000
0x79608e823d07446525646e9317b07985d185f3d1,17516.210731063800000000
0xefbbfb08115b0f6a2825a9a186baa5777f5d2494,17516.210731063800000000
0x4a0de283b1d52acb5822ebc1f4370781175cea20,15853.594793786000000000
0xa01f8eb880392bf2d68842f240dedc126aeead28,15522.495688503700000000
0x9d4f2cf95dc9b35eece8998bf6f519a4ba9be5e8,15428.917582422800000000
0x8c33506fc902582872b401187e4e32cdab58de64,14881.658710538000000000
0xd4005e47501f6938006cd6ea7ce22cff9ef67a70,14596.842275886500000000
0x8d99f8b2710e6a3b94d9bf465a98e5273069acbd,14525.638167223700000000
0x0b84f92ab638057957c7b2e2a7ca55de2cf1dee8,14312.025841235100000000
0xe4d9ef3f930d1b172b2d3c631e4b7f5c15fe8e53,14312.025841235100000000
0x0fc8ad8b70df1506f30068be949865c2d7b3b39f,14240.821732572200000000
0x22e4a4a5633aee63752d1925669fb08f38ed1b9e,14240.821732572200000000
0x2358a57fb7ac5b8646a91084ca3b454ba373649e,14240.821732572200000000
0x2e2173497d62e058e54393243648260c858949f6,14240.821732572200000000
0x87c6cd225c3e3d3b34a4ba6201ff9b38c44242fc,14240.821732572200000000
0x989b66142d81426dd004f3e60816b4adecedd80b,14240.821732572200000000
0xa62005c234e611e06e939cbac35900dd581e7974,14240.821732572200000000
0xeba395fcdf1e2047050a84786497982e7f58eae3,14240.821732572200000000
0xb6aaa1dad9d09d689dc6111dcc6ea2a0d641b406,14240.821732572200000000
